review_id,review,rating_score,date
6771,"We had to wait about 20 minutes outside and then another 10 inside I think, so they could probably be a little more organized with the seating situation. However the food was SO good. I got the special of the night which was a blackened redfish on top of a jalapeño cornbread stuffing, topped with sautéed shrimp and a crawfish mushroom cream sauce, and a side of greens. It was possibly the best seafood dish of my life! Well worth the wait! The service was fairly quick and efficient, and our food came out really quickly after ordering. Plus you're right off Bourbon street so you can go out and explore right after or even before.",5,2018-06-24
6772,"It was good experience to try alot of southern dishes. My food wasnt hot hot, more luke warm. The best thing was the gator bites and the hurricane. The red fish needs more gravy but the crawfish on the gravy was delicious.",4,2019-10-15
6773,"One of those place is New Orleans you ought to visit. Even though their menu has limited options, everything they serve is really good. Especially the Cajun fries and Oceana's Famous Oysters. Highly recommend the famous oysters and get a dozen of them because you are always gonna want more!",4,2020-01-01
6774,This a must stop for breakfast!! ABSOLUTELY THE BEST!! This is a place my family dines and partakes in adult beverages when we visit this beautiful city.,5,2019-03-30
6775,The portions were large! Had the shrimp creole etouffee & the lump crab cake dish. Both were well flavored and very tasty. I always appreciate a lumpy crab cake that isn't heavy on flour. I would definitely return!,4,2020-11-21
6776,"We had oysters, cajun Jambalaya pasta (shrimp with alligator sausage) and the shrimp creole. All were very good esp my pasta dish. Would definitely reccomend this place.",4,2021-04-13
6777,"This was my favorite meal in New Orleans, I thought the classics like the Gumbo, the Crawfish Etouffee and the Blackened Red Fish Tchoupitoulas special were spectacular. This dinner was our first dinner of our Nola trip and it was the one that left the most lasting impression. I also really liked the decor, it kinda had the look and feel of what New Orleans supposed to be. Also, if you check in on Yelp there is a 10% discount offer.

The food:

Red Fish Tchoupitoulas- Blackened Red Fish on top of a jalapeno crawfish cornbread dressing topped with sauteed shrimp in a garlic lemon butter sauce. Holy Moses was this delicious, this was a special and the flavor was amazing and I thought the jalapeno crawfish corn bread was absolute heaven. I thought the pairing of the blackened red fish to the jalapeno crawfish corn bread to the sauteed shrimp was an excellent pairing. As much as I loved this dish, the only criticism, I did find the Red Fish to be a smidge dry. This should absolutely be put on their regular menu. https://www.yelp.com/user_local_photos?select=-N8xwsx-Sghxgoc_o7qGxg&userid=Y_iTTjKvV5hLy-880SZzlA

Crawfish Etouffée- Southern Cajun stew with steamed rice. This was the best Crawfish Etouffée of the entire trip. The Etouffée had such a dept of flavor, the texture and taste of the crawfish were superb. Highly recommend.

Seafood Gumbo- The best gumbo I had on the entire trip, yet again such a depth of flavor. So much flavor packed into such a small bowl, everything in said bowl was so delicious. Highly recommend.

Taste of New Orleans- Creole jambalaya, Crawfish Etouffée, red beans and rice with smoked sausage. This dish was kinda the best of everything dish, but overall I thought it was just OK. I didn't really care for the Jambalaya, for me the dish was too wet and had too much of sweet tomato flavor, and to me, it was overpowering. Crawfish Etouffée was bomb, of course. The red beans and rice was good but to be honest, it didn't leave much of an impression. 

Oceana's Famous Oysters- Chargrilled over an open flame, smothered with garlic and cream herb cajun sauce, finished with a fresh blend of parmesan and romano cheeses. Overall, I did like the chargrilled oysters but I thought they came off very heavy and greasy, I feel like the most I would be able to eat is 2, maybe 3 tops when I can normally finish a dozen oysters on the half shell. https://www.yelp.com/user_local_photos?select=W5mVHZf8SlboM7d1q8NSKA&userid=Y_iTTjKvV5hLy-880SZzlA

Fresh Oysters On Half Shell- I thought the oysters on the half shell were just OK, I didn't think they had that much flavor. https://www.yelp.com/user_local_photos?select=uHH5KZyKqWYdGwgOCfRuBw&userid=Y_iTTjKvV5hLy-880SZzlA

Gator Tail Bites- Marinated white meat gator tail served fried or blackened served with remoulade sauce. I tried this just for the pure curiosity of it and I thought both versions were just OK. I thought it was kinda like chicken, just a more expensive version of chicken. For me, between the two versions, I did prefer the fried version more. https://www.yelp.com/user_local_photos?select=pTZCkSQgjhvMbP9dHiJKrQ&userid=Y_iTTjKvV5hLy-880SZzlA",5,2020-04-16
6778,"The first night I went there, I got the Lousiana Crab Meat Cakes. One of the greatest meals I had. The crab cakes were so good and the greens were flavorful. Not too much sauce. The second time I went, I liked the Cajun Jambalaya Pasta although I wasn't wow'ed like I was with the crab cakes. It was still good and I would get it again.
The oysters though. Nothing good to say. Had no flavor whatsoever. All the oysters were still attached to the shell, and there was chunks of shell in most of them. It was so unimpressive and I wouldn't rather spent that money on another dish or a drink.",4,2021-07-04
6779,Casual French Quarter eatery putting themselves on the plate. Great service and everything from the crab cakes to the blackened redfish special and finishing with the bread pudding was solid and had flavors your mama would love. Good job to the manager and team.,5,2021-09-14
6780,Bigger than it looks - hardly any wait. Food was delicious and service was attentive and prompt. I loved the jambalaya - New Orleans platter was a favorite of my oldest. Good place to take the kids while you're in the Quarter.,5,2019-01-20
6781,"We picked a great time for brunch at the tail end of a rainshower.  No line outside. The place has a great down-home vibe.  The staff was very polite.
My daughter had the Pain Perdu ""lost Bread"" (think homemade french toast).  The serving was very generous. We took home about half.
I had the Seafood omelet.  Crawfish, shrimp, mushrooms and so much cheese! Delicious!",5,2021-07-07
6782,Came with my friends for brunch. The restaurant has multiple floors. Great for large groups. We had people that ordered breakfast items and people that ordered lunch options. I got the taste of New Orleans and a side of soft shell crab. It was so good! I definitely recommend both items if you want a variety of flavors. The fries were amazing. My friends enjoyed the grill oysters. My friends that had the omelettes said they were okay.,3,2018-05-18
6783,"What a find. Great food. Great experience with local cuisine. Corey was our server. Love the way he took care of us. You must try Oceana's Char Broiled Oysters.. The Blackened Redfish was at least 10 inches of heaven.
Don't miss the opportunity",5,2022-01-12
6784,"Stopped in for dinner tonight and was not disappointed!  To start off with, I had a tropical storm.  The drink was delicious, and the little souvenir cup was cute.  The waiter suggested the alligator tail bites, which we ordered along with oysters Rockefeller to start with.  The alligator was tasty, but came to the table pretty cold.  The oysters also tasty, and came piping hot!

I had the special, blackened red fish on corn bread.  It was tasty.  My friend had the crab cakes, she said they were also tasty, though also not very hot. 

We topped the meal off with the bread pudding.  The Carmel sauce was rich and delicious, and seriously we should have shared, one is definitely enough for two.  I also suggest getting it À la mode.  

Over all, the food tasted great, the service was good, had all of the food been hot, I probably would have given it 5 stars.",4,2019-09-12
6785,This is one of the best Cajun meals I have had. Everything was super delicious! Great spices. Great service and reasonable prices!,5,2019-05-19
6786,Try the taste of New Orleans and have it covered in crayfish. Best upcharge ever. Loved every bite.,5,2021-05-04
6787,"Best damned greens I've ever had.  The entire meal, service and drinks were perfect.  Friendly staff and seriously good food.  The oysters rockerfeller are stupidly good.  Awesome, awesome, awesome",5,2020-06-06
6788,We are here the first night we were in town. The place was amazing!! The staff seated us right away. All the covid restrictions were noted and in place as they should be. The wait staff was great! The food was amazing and the desserts were as well. We definitely recommend giving this spot a try! We will be back!,5,2020-12-17
6789,"food was delicious! 10/10 crab cakes ! The Cajun fries were amazing ! Recommend the food , but the waiting to be seated and the waiting to get service was ridiculous! 30 min before we even ordered drinks but other than that the food is good",5,2021-11-21
6790,"Went here on 2 separate occasions in August omg! I'm just now writing the review because I thought about how good those crab cakes were! 

On the first visit I had the crab cake meal with mashed potatoes and a seasonal veggie! 
On the second visit I had a watermelon margarita on the rocks, with fried and Blackened ALLIGATOR! (It was sooo good) and crab cake Alfredo.",5,2019-10-05
6791,Good food and service - would suggest you let patrons know about the stairs in case there are mobility impaired people in their group.,3,2019-12-16
6792,Food was great. A lil salty but I assume its the style of food. Beer was cold and meal was filling. Great location right off the strip.,4,2020-10-15
6793,We stopped in for lunch on New Years day before the Sugar Bowl.  Walked in at 11 without a wait.  Oysters for appetizers were spot on.  Cole was a great waiter and attentive despite the rush. House Special was awesome!  Would go again and recommend,5,2019-01-02
6794,"The Lyft driver recomended this place. After having drinks and food here, I am pretty sure you don't come here for the drinks, you come for the food. The dinner special was this crab cakes and shrimps on top of crawfish pilaf that so good we almost ordered another plate. Instead we got a delicious soft shell crab from the side menu. The breading was light and not crunchy or greasy (perfect to me) and the remoulade that came witg it was the perfect spice level. The $15 double Hurricane was ok but we will get a street Hurricane later for like a dollar or something.",4,2021-02-16
6795,"I did the research, I wanted to try gumbo while in town and I wanted to try the best. And that is how I ended up at Oceana Grill!
It starts off great wandering the French Quarter to get there! The restaurant has an inside and an outside patio. It was a beatific day, so I picked the patio. Make sure to look around the place is so cool full of interesting decoration & paintings. 
I came here for the Seafood gumbo - $5.50 a cup, $9.50 a bowl. I'm typically not a soup person, but I knew I had to try gumbo while in town. This is a stew and it's thickened with rice, okra & veggies. The flavored are so out of this world amazing. It had a hint of spice but not overly spicy, hello Cajun creole influences! The seafood tasted so fresh! 
I was so happy OG introduced me to the amazing world of gumbo! Excellent way to start my NOLA vacation!
To note, I came here twice while in town. Yes, it was that good!",5,2016-08-28
6796,Come out and see Marvin at the Oceana! The staff is very courteous and the food surpassed all expectations. Marvin recommended the Redfish Ponchartrain and it did not disappoint. I would also recommend the swamp tea as this beverage is very tasty.,5,2019-01-01
6797,"​Was in New Orleans visiting from Dallas and traveled with friends for Southern Decadence. After a long evening clubbing we woke up the next day very hungry. After a quick swipe on Yelp! and seeing how the restaurants received so many positive reviews, it was very telling that would be an ideal option for where we want to eat. 


Upon arrival, there was a little bit of a wait but the hostess got my name and said when the whole group (10 of us) are present, we'd be seated. One of my buddy and I hung out at the bar and enjoyed glasses of Mimosas while we wait. Eventually, everyone showed and as promised, we were seated.  


Just be advised there are two stories and the upper deck is where you want to be. Downstairs seemed a bit cramped for my taste. Our server was awesome and did agreat job taking care of our large party, she even offered us separate checks making it more convenient for everyone. 

​Price wise, plates average around $10 to $17 and the menu had all my favorites including Fried Oysters which is a must have while in New Orleans.  


Overall, a cute place with great service and not far from clubs and hotels especially if you are staying in the French Quarter. Highly recommend!",4,2018-09-09
6798,"The restaurant is humongous inside so even if there is a line outside you won't have to wait long. Even if you do, it is worth the wait. The portions are HUGE and well priced. The waitstaff is always happy and willing to help or explain any menu items that you don't understand. You will leave full and happy every time. The cocktails are also a pretty good deal - reasonably priced and they don't skimp on the alcohol. I love the lemon drop and the hurricane. Tropical storm is also sweet and a different option!

As far as food, the fried fish platters are so big and fresh that you cannot go wrong. The seafood is notably fresh tasting and the breading is light and flavorful without overpowering the taste of the fish. I love the spicy jalapeño hush puppies that come with the entrees! We have tried the catfish, oyster, shrimp and combo plates.  My mother has ordered the seafood Alfredo and really enjoyed it. My favorite is the crab cake dinner. The crab cakes are huge and filled with fresh crab with little filler such as bread crumbs. The seasonings are spot on. As if they aren't flavorful enough on their own, the cakes are covered with a creamy shrimp and mushroom sauce which is out of this world. Even the greens that come with the dish are fantastic. I wish I could eat this dish all day. For appetizers, try the calamari or the bbq shrimp!",5,2015-03-08
6799,"If you like Southern Cuisine and Seafood, this is the place to go. I just wish they have one amazing vegan dish but all they have is a vegetarian pasta with very small amount of veggies loaded with unhealthy pasta which is not very good at all. They need to at least improve the veggie pasta and actually put more veggies in it.",3,2020-08-11
6800,"Stopped by for lunch earlier around 2pm and it was fairly empty. Got seated in about 5 minutes and proceeded to look through our menu. Everything sounded really good but we ended up ordering a meal and a gumbo to share. 

1. Fried seafood platter (17.50$) - fried oysters, catfish, shrimp, jalapeño hush puppies, coleslaw, and comes with cocktail and tarter sauce. I mean, it's fried food, not much explaining to do but loved the catfish! Fries were also pretty good. 

2. Gumbo (9.50$)- ordered the bowl instead of cup because cup sounded like so little (6oz), both our first times having gumbo so it was an interesting experience. Soup with shrimp, rice and bread. It wasn't bad, but nothing to fan about. 

I've read through a lot of the reviews and it's a mixture of feelings but I personally feel the food isn't like amazing (or it's probably cuhs we got the fried stuff, but it was a recommended dish), but it wasn't anywhere near bad. The service was definitely up to par. Our server laquisha (apologize for the spelling), and she was super sweet. Took care of us from beginning to end! 

Also make sure to check in to yelp for 10% off!! :)",4,2019-03-25
6801,"Fun atmosphere with lots of seating!
Staff was friendly!
The gator bites were delicious!
Shrimp were very flavorful.
Left feeling full and satisfied!",5,2021-02-03
6802,"The. Food. Is. Good. 
I wasn't expecting much from this restaurant and was very pleasantly surprised. The food is flavorful, the waitstaff is pleasant, attentive, and prompt.. and the atmosphere is simple, but functional. 
Great for large, private, groups as well. You won't be disappointed.",4,2020-10-29
6803,"Very quickly seated in this wonderful restaurant. I had a bad experience with creole food and I thought it was not tasty until I came here to give it a second try. Quick service very pleasant waitress named Jocelyn. And of course needless to say loved the Creole food. The inside ambience is quite surprisingly beautiful because it doesn't seem as big from outside but it opens up and it has a beautiful courtyard.

Great food. Great service. Right in French quarters.",5,2021-03-12
6804,"There's always a long queue waiting to be seated at Ocean Grill, but it goes by fast. We went there two days in a row for the delicious food. 
There was nothing that we ordered we didn't enjoy. 

Our server, Jessica, is a superstar. She made our visit 10x better. If you're ever there, ask for her!

Don't forget to try their pecan pie, I'll keep craving it for the rest of my life.",5,2021-11-27
6805,"It was very good, great food and great atmosphere. We got the golden ticket and got a free drink. It was very exciting. Shoutout to our server, Errol who was the best. Overall a great new orleans experience!!",5,2021-11-23
6806,"We were in NOLA and looking for a place that has good seafood as well as a few American dishes since my dad doesn't like seafood and we found the right place! The crab cakes were amazing as well as the taste sampler that has a few different creole type items to try that was perfect. My dad had a craving for garlic fries which were not on the menu and the waiter was kind enough to ask the chef and he personally made some which were amazing and he even came out to check if we liked them. 
The restaurant is located right in the quarter so you are in the mix of things which is nice as well",5,2018-04-18
6807,"We had the best time here. Sierra was our waitress and she was the bomb.com. She gave recommendations and boy was she on point. We had the crab cakes(amazing), fried shrimp and turnip greens(vegan friendly) with mash potatoes. Everything was delicious. Will definitely be coming back to visit again. THANKS SIERRA!!!!!",5,2019-08-17
6808,"I came here for my birthday dinner yesterday and had an INTERESTING experience. While waiting on our meals to come, a huge water roach flew onto our table. My friend assured me it was just a ""New Orleans"" thing, but it definitely turned me off. We moved to a different table after the manager squashed the bug with his shoe. The shrimp fettuccine alfredo was 5/10.",3,2017-07-26
6809,"OMG! Where do I begin our waitress Angela was great, hospitality was great the food was delicious. I ordered crawfish beignet and the Cajun breakfast that included alligator Sausage, I must say I was not disappointed I was really surprised how good the alligator was. If you want good southern style food this is the place",5,2021-03-23
6810,"I had the sampler, it was about as good as Zatarains I've made myself from a box on my stove. There are much better places to eat vomiting distance from Bourbon Street.",2,2021-06-15
6811,The food here was amazing my BF and I had the Cajun fries and the bread pudding as our apps d dessert which suggested by our amazing server kennisha. Fir the main I had Cajun pasta and my bf had the blackened duck( OMG SO DELICIOUS!!).,5,2020-11-22
6812,"When I'm on vacation, I will Yelp restaurants so that we don't get disappointed on our meal. Yelp did this justice!  The wait and line was long and took about an hour 20 minutes to get in but it was worth it!  Jacelyn was our server and she was fantastic!!! So friendly and always around if we needed anything. We started eating and then realized I hadn't taken pictures  so some are not original as they came out of the kitchen. This was truly New Orleans cuisine we were craving!!  It was worth the wait!!!",5,2021-05-30
6813,"This restaurant is a 'Must see' when you're visiting the French Quarter.  We were out for a walk in the afternoon and popped in here for a quick bite.  This building is beautiful and the hostess and waitstaff are awesome.  

We sat on the 2nd floor and Dominique G was our server.  She brought us ice waters and menus then introduced their specials.  We ordered the BBQ Shrimp and 1/2 doz Oceana's Famous Oysters from the Appetizer section and a side of fried Crawfish.  The shrimp and crawfish came out first, the crawfish were tasty but damn, we were not ready for the deliciousness of those shrimp...!  Calling them bbq is dishonest to those shrimp.  They were delicious...!  

But then... the OYSTERS came out...

These char grilled ocean delicacies are covered with the most delicious garlic & cream herb Cajun sauce and dusted generously with Parmesan & Romano cheeses.  These oysters are the MUST HAVE if you are ever lucky enough to visit the FQ.  I only say 'lucky' because we were on a spur of the moment driving road trip from Pittsburgh, PA with very little research or planning.  

We finished all of the above and rather full but the thought of having to travel all the way back down here for more oysters forced me to order another 1/2 doz.  

These oysters were so good that when another table was sat next to us and they mentioned never being there before and ordering an appetizer- I had to lean in and suggest them.  They ordered them and fell in love, just like me.  

Thank you Oceana and staff for an awesome lunch.  And another thank you for helping me out by finding and selling me that particular 'shirt' I was interested in.  I love it...!  

Reppin Oceana up in the Burgh...!",5,2019-09-13
6814,"The restaurant was extremely spacious (4 floors!) so the wait was nonexistent. In addition, the service was quick and timely. We were situated at a window table overlooking Bourbon Street.

Jambalaya pasta with alligator sausage was super, paired with a watermelon margarita -where could you go wrong? Great NOLA food that's conveniently located.",5,2019-07-22
6815,"Late night food stop after craving seafood and hearing some rave reviews from others who've visited New Orleans...
It was quite empty at 11:30pm when we walked in, so we were seated promptly. 
We ordered alligator, half fried half blackened. Oceanas famous broiled oysters, I had the seafood combo fried with added crawfish.
The food was so good, excellent seasoning! The catfish from the seafood platter was exceptional! I couldn't stop!
My friend loved the charbroiled oysters so we ordered more.
The food is excellent here! Would definitely go back! Service was good as well.",5,2019-07-02
6816,New Orleans' best breakfast. Crawfish omelette rocks. Great service. Highly recommended.,5,2021-04-02
6817,"RAT ON OUR TABLE. 
I'm torn. I'll start with the bad in case it's a deal breaker for readers. Halfway into our gumbo, a large (guessing 10 lb) rat dropped from the ceiling, bounced on our table and then ran off. It startled a few guests and waitstaff. The response seemed a little too much like this happens all the time. By comparison, in most restaurants if you even saw a rat the manager would come out, apologize and probably offer you a free dessert. In this one, the rat literally hit our table. Nobody came to wipe it off, no manager came and things just continued on like normal. There was actually more concerned because nobody knew where it went and the staff was a bit nervous. We weren't looking for them to comp the meal, but the way things progressed just seemed like it wasn't a big deal and they are used to it in the French Quarter. In their defense, we had a mouse problem in our hotel room, so rodents appear to be a challenge here. 

On the pro side, The food is great and our server was really sweet. I recommend the red beans and the gumbo. Oddly, I'd probably still go back. Obviously, it wasn't enough to make us storm out. But that may also be because we were a bit desensitized after living with mice for three days. I'd say the odds off this happening to you are low, but who knows. And don't expect anybody other than your server to care.",2,2019-09-02
6818,"This review may be too late as I heard the place burned down..soooooo...just in case.

We had the gumbo, redfish, cajun fries with crawfish sauce, shrimp po boy. All good. Unfortunately, I forgot to note the best part ofbthe meal..and now I cant remember. Something I ordered may have been the best meal I had my entire vacation...but I just can't remember it. SMH.",5,2019-06-11
6819,"This place was good.  Had the blackened red fish and wife had crab cakes.  I'm used to Maryland style cakes, lots of crab and broiled.  These were heavy on the bread crumbs and fried, not my cup of tea.  The fish was good, very authentic NO flavor.  But the highlight of the meal for me were the roasted oysters.  I am not an oyster guy but they came highly recommended and I was not disappointed.  Wish it came with more bread to soak up that delicious sauce.  Speaking of bread, the rum infused bread pudding for dessert was a bop.  The pastas also looked good, may try them next time I'm in town.",4,2019-05-15
6820,Quick service. Cordial wait staff. Fresh and tasty food. We order half blackened and half deep fried gator bites; both were very good.  Could not decide which was better. Oysters were very fresh. Crab cake held together nicely and were oh so delicious. Ambiance and decor on the darker side with a loud sports bar feel. Good for large parties and families. Do recommend and would definitely come again.,4,2019-08-21
6821,"Yes yes yes! Great spot!!! I only had a light lunch of raw oysters and salad but both were on point. The oysters were plump, salty, and delicious! The bloody mary was OUT OF THIS WORLD! Our server was prompt, helpful, and courteous. I tasted the fried alligator bites we got for the table. They were tender and seasoned perfectly! The only thing I don't really like it that it's a bit small and you have to sit so close to the other guests.",4,2016-11-05
6822,"Awesomeness, hot delicious food delivered to your door. Arrived earlier than expected, delivery person outstanding personality, and order was exactly what we ordered, no mistakes. Very yummy! Exceeded expectations! Highly recommend delivery or eating in the restaurant if you're out and about. We ate there last year and tried delivery this time. Food was tasty and excellent. Thank you, made our first nite memorable.",5,2020-02-16
6823,"Good service, great food!
Party of 3, we waited about 20 minutes on the line. 
Once we were seated though, the server came to us and tended to us immediately. Being a Native new yorker while in NOLA, I experienced terrible and slow service but this place was great. (probably bc of its location- right on Bourbon) 
Anyways we each ordered something different: Jambalaya, Chicken Fettuccine and a Po Boy's sandwich and shared among each other. Everything was really good, came out pretty quickly. The crawfish was off season but still was good, they were just really tiny.",5,2019-10-09
6824,"Great food! The manager April was amazing and so helpful. The service was phenomenal! We had the sweetest server, ask for Fiona! 
The Cajun fires are a must have and if you're a pasta lover, the Mardi Gras pasta was bomb!",5,2020-11-14
6825,Ashleigh was awesome!!! The bloody Mary's are fantastic!! I ordered the Mardi Gras pasta which was awesome,5,2016-07-22
6826,"Went there on a date a few times but recent went during COVID. I made sure we made a reservation because there were so many people out of the restaurant or trying to get seated when it's limited space(social distancing rule), all staffing even cooks wore masks. So we were seated 6ft apart from everyone, our order was finally taken 45mins after we got there, food and drinks did take a minute to get to us. I do however remember telling my date(an out of towner) NOT to order the red beans, etouffee, or gumbo(they are all can based basic dishes that need some soul and flavor)Highly wouldn't recommend if it's your first time trying these dishes I'd pick another restaurant. The fish is good here, however very small portion size for price, I've been told previously that we could bring in our own fish to be prepared in advance(which is so cool!). So back to my date lol, I ordered the Mandarin Blush and my date had the Swamp tea(I preferred his lol), sadly our drinks didn't come with dry ice like my previous experiences. Ive always ordered the blackened chicken Alfredo pasta because it has more flavor to the chicken. This time my chicken was barely blackened and at first they got my order wrong but quickly corrected it and I didn't want to make a fuss so I just kept it. Overall I'll still continue visiting and enjoying their pasta, maybe next time I'll try their deserts!",4,2020-07-01
6827,"We got the Crab Cake appetizer, taste of New Orleans, fried shrimp platter, and jambalaya pasta. Everything was great, big portions. Def recommend stopping by",5,2020-01-24
6828,"Came here with my BFF for my birthday dinner. We met up in New Orleans, she came in from California, and I came in from Tennessee. We were departing the next day for a 5 day cruise. My friend found this place and made reservations. It's right in the French Quarter. There was a line of people when we got there, but again, we had a reservation. We were taken upstairs to a table and our server came by shortly to take drink orders.

Let me say, our server was wonderful. I believe her name was Kim. She was funny, and nice and very helpful. We saw her interact with other customers as well, and she was just as engaged with them as she was with us. Awesome service!

I started out with the Mandarin Blush drink and it was really good. Refreshing and fizzy. I think I had a few of these. For an appetizer we ordered the crab cakes. They were very tasty. That crawfish and mushroom sauce was soooo good. Almost licked the plate. While not the best crab cake I've ever had, the sauce really did bring it up to a different level, instead of the usual remoulade sauce typically served with crab cakes.

Then my BFF and I shared the Taste of New Orleans and our server even had it split for us into separate plates. Nice touch! It was great to have a pretty decent sized ""sampling"" of red beans & rice, jambalaya and crawfish etouffee. We even had some fried crawfish on top of it. It was plenty for both of us and left us some room for dessert.

Did I say dessert? Sure did. We shared the New Orleans Bread Pudding with some yummy kind of praline rum sauce. Oh my! Of course, it had a scoop of vanilla ice cream on it too. The 2nd time I wanted to lick the plate at this establishment. We tried to play it cool like we weren't gluttons and left two tiny little bites left. LOL.

Overall, it was a great experience, and I would definitely go back there. Thank you for a wonderful meal.",5,2018-04-05
6829,Amazing breakfast we had to go 3 times during our visit to NOLA! The service is wonderful and the food is delicious! Low key and nice ambience as well.,5,2021-01-07
6830,"Came here because of the good reviews but didn't really own up to the hype. The famous oysters were my favorite. My mardi gras pasta was great but I was expecting more flavor. Overall this is a very touristy spot. However, service was great, everyone was super friendly and taking Covid very seriously which I appreciate.",3,2020-09-22
6831,"Went here today for New Year's Eve dinner. Unfortunately, within an hour of having the dinner, all members of our party got sick with a case of food poisoning. We had the Louisiana Crabmeat cakes, Seafood Gumbo, Cajun Jambalaya, Blackened Catfish Po-boy sanfwich6. Not only was it an utter waste of time and money, it also completely ruined our new years Eve since we all had to return home immediately.

I would absolutely avoid this place.",1,2020-01-01
6832,"Wish we'd have gone to Acme instead. Our server couldn't have cared less to make it an enjoyable experience for us. The customer is never wrong & just because 1 guest at the table of 5 is (politely & quietly) intoxicated (ie- had trouble placing order & spilled a drink) does not give reason to assume we are all a bunch of wasted tourists. Glad we made reservations to avoid waiting in the long line. Bummed they didn't even have their famous grilled oysters (because of gas line being broken)? We learned later that our buddy who couldn't make the trip called in drinks for the table, but those never showed. Not hurrying back.",1,2021-05-08
6833,"We waited outside in a line around the retaursnt when we ate, but once we were in, IT WAS WORTH IT! The mood is light, easy going and fun. The food is comforting and yummy.",5,2021-08-13
6834,Amazing food.  The Cajun fries are awesome!! Red Beans & Rice are also excellent!  Definitely will make this spot one of our regular stops when visiting.,5,2020-11-14
6835,"I kinda don't know what all the fuss is about? Maybe I didn't order right, but the trio combo of jambalaya, red beans and rice, and crawfish etouffee were nice, but not remarkable. I will say the crab cake app with their signature sauce was savory and not too mushy or too many bread crumbs as fillers. The fried dishes coming out looked sizable and they had many sweet cocktail concoctions, if that's more to your liking. We were more in search of fresh, grilled seafood with notable Cajun influence. I'd ty this place again if with a group, but honestly there's other great places in the vicinity. After passing by Royal Bourbon and glancing at their dishes as we strolled by, I was easily envious of the quality and presentation of their dishes.",3,2020-11-03
6836,"My first time in NOLA, and my friend and I stopped by this little gem. First of all let me tell y'all about Chris who stands at the door happily greeting people. Chris had the southern hospitality we all look for when we are in another city . He kept reassuring us that we would be seated soon, and he told us they make sure everyone is taken care of. We get inside and seated by Erin, she was a doll. She was very vibrant, bubbly, and very attentive. The night went well, the food was good and Chris and Erin were so great, we came back the next night. Surprisingly we were once again greeted by Chris and he remembered us. Due to him being so hospitable we gave him $40, although he didn't want to take it, we made him take it. He was very grateful. We had Erin again as our waitress, and she was just as bubbly as the night before. I love this place!!!!thanks guys",5,2021-06-06
6837,"Great service by Cory! Yummy,  yummy catfish platter with a side of red beans w/ rice. Set the meal with a delicious Hurricane.",5,2021-06-29
6838,"The food was great but the service absolutely ruined this place. I'm going to have to take a shot in the dark here and assume that in order to work here, one of your qualifications is ""being exceptionally rude."" The waitress said she would be back immediately and we had to flag her down 20 minutes later. We didn't even see her, we had to ask someone else to go find her. It wasn't even that busy. We even had a birthday in our party and asked the staff to sing. Lo and behold, we waited so long, we ended up just singing it ourselves. 

It's a shame because the food alone makes this place a 4/5. Your tastebuds will probably not be disappointed. You won't catch me returning based on the experience alone. However, I am open to take out.",2,2018-05-28
6839,Pretty good food. The prices are high but the food is good. Perfectly fried oysters and a great smooth Bloody Mary. Has outside patio seating,4,2020-10-04
6840,John was a nice server- gumbo was sooo good! Oysters were ok but I've had better- size was really small,4,2020-09-06
6841,Had really good reviews on Yelp so I took my whole group. The food wasn't great considering I ordered a higher priced dish. Overall our group was split on the quality of food. The pasta dishes were well liked. My drink order was incorrect and I felt guilted into accepting it. Service was ok. The waiter was very talkative but didn't listen to our requests well. There are so many places to get seafood in town. I wouldn't try here again.,2,2021-10-13
6842,"Came here with my boyfriend after drinking all day. We came here for some apps...Oyster Rockefeller and Barbecued Shrimp. 

Let me tell you....

The oyster rockerfeller was amazing! So much flavor packed into a oyster! Delish flavor. 

The barbecued shrimp was great too! That sauce was amazing and I want it in everything, 

Flavor was amazing in both apps. Very fresh and yummy! 

Service was impeccable!!! We had a wonderful waiter. 

10% off with Yelp check-in!",5,2022-01-08
6843,"I ordered a half dozen of the World Famous Oysters and  loved them so much that I ordered another round! 

Service wasn't perfect but it was attentive and very friendly! My coworker received the wrong dish but the mistake was very quickly corrected. No harm no foul. Will definitely be back!",4,2020-08-20
6844,"Our first restaurant stop in New Orleans. I LOVE this place! We had a late night arrival on the first day and found Oceana Grill near Bourbon St. Oceana opens late!  During my one week stay here, I probably ate here twice that's how good this place is.

The platters I've tried were chefs specials and they were sooo good and savory. The portions are huge that you can share a dish with one person. 

I highly recommend to give this restaurant a try if it's your first time. The restaurant did an exceptional job with their amazing customer service and safety covid protocols. Menu were scanned via QR code and tables were socially distanced. Check it out!",5,2021-01-16
6845,"Food was amazing!  IF it wasn't for a guest that went out to balcony and left door it open while smoking, this would be a 5 star, IMO.",4,2020-01-20
6846,"We have never had a less-than-stellar meal here! Highlights (for me anyway).....the grilled oyster appetizer, the crab cakes topped with mushroom cream sauce (and crawfish tails!), the Taste of New Orleans, all of the blackened fish and all of the Cajun pastas, etc, etc, etc. And the Kentucky bourbon pecan pie? Amazing! (I did not eat this all on one visit by the way.) And the staff is outstanding, every one of them. But if you're lucky enough to get Jordan as your server, you're lucky enough!!! Don't miss Oceana Grill!",5,2019-12-24
6847,The Shrimp po-boy was delicious!! The sauce that they put on it made it even better! Definitely recommend.,5,2020-08-30
